Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 04:00:00-05:00,89.4,90.1,88.0,89.89,0,0.0,0.0
2023-01-03 05:00:00-05:00,90.06,90.2,89.8,89.88,0,0.0,0.0
2023-01-03 06:00:00-05:00,89.98,90.06,89.88,89.96,0,0.0,0.0
2023-01-03 07:00:00-05:00,89.9,89.94,89.08,89.56,0,0.0,0.0
2023-01-03 08:00:00-05:00,89.58,90.1985,88.54,89.7168,0,0.0,0.0
2023-01-03 09:00:00-05:00,89.68,90.01,89.538,89.9398,0,0.0,0.0
2023-01-03 09:30:00-05:00,89.83000183105469,91.55000305175781,89.11000061035156,89.48500061035156,6293793,0.0,0.0
2023-01-03 10:30:00-05:00,89.4800033569336,90.03399658203125,89.22000122070312,89.62999725341797,2076098,0.0,0.0
2023-01-03 11:30:00-05:00,89.61000061035156,89.62999725341797,89.06999969482422,89.20500183105469,1442770,0.0,0.0
2023-01-03 12:30:00-05:00,89.19999694824219,89.4800033569336,89.0199966430664,89.38999938964844,1286146,0.0,0.0
2023-01-03 13:30:00-05:00,89.38999938964844,89.86000061035156,89.36000061035156,89.77999877929688,1427830,0.0,0.0
2023-01-03 14:30:00-05:00,89.79000091552734,90.2300033569336,89.37000274658203,90.04000091552734,1958904,0.0,0.0
2023-01-03 15:30:00-05:00,90.05000305175781,90.23500061035156,89.47000122070312,89.69000244140625,2054966,0.0,0.0
2023-01-03 16:00:00-05:00,89.7,89.85,89.475,89.76,0,0.0,0.0
2023-01-03 17:00:00-05:00,89.8,92.87921,89.65,89.72,0,0.0,0.0
2023-01-03 18:00:00-05:00,89.7,89.75,89.63,89.75,0,0.0,0.0
2023-01-04 04:00:00-05:00,90.25,90.9,90.11,90.64,0,0.0,0.0
2023-01-04 05:00:00-05:00,90.79,91.0,90.53,90.76,0,0.0,0.0
2023-01-04 06:00:00-05:00,90.75,90.75,90.19,90.7,0,0.0,0.0
2023-01-04 07:00:00-05:00,90.67,90.83,90.27,90.48,0,0.0,0.0
2023-01-04 08:00:00-05:00,90.4,91.16,89.81,90.7,0,0.0,0.0
2023-01-04 09:00:00-05:00,90.71,90.94,89.89,90.5,0,0.0,0.0
2023-01-04 09:30:00-05:00,91.01000213623047,91.23999786376953,87.80000305175781,88.0999984741211,6273853,0.0,0.0
2023-01-04 10:30:00-05:00,88.0999984741211,88.88999938964844,87.81500244140625,88.88999938964844,3918076,0.0,0.0
2023-01-04 11:30:00-05:00,88.88999938964844,89.4800033569336,88.88999938964844,89.19999694824219,2315875,0.0,0.0
2023-01-04 12:30:00-05:00,89.19999694824219,89.52999877929688,88.55000305175781,89.0,1914024,0.0,0.0
2023-01-04 13:30:00-05:00,89.0,89.27999877929688,87.94999694824219,88.1500015258789,3109787,0.0,0.0
2023-01-04 14:30:00-05:00,88.13999938964844,88.8499984741211,88.0199966430664,88.27330017089844,2550125,0.0,0.0
2023-01-04 15:30:00-05:00,88.27999877929688,88.78500366210938,87.875,88.72000122070312,3507388,0.0,0.0
2023-01-04 16:00:00-05:00,88.72,88.84,88.51,88.62,0,0.0,0.0
2023-01-04 17:00:00-05:00,88.62,88.8,82.50188,88.72,0,0.0,0.0
2023-01-04 18:00:00-05:00,88.74,88.77,88.5,88.65,0,0.0,0.0
2023-01-05 04:00:00-05:00,88.3,88.67,88.15,88.48,0,0.0,0.0
2023-01-05 05:00:00-05:00,88.59,88.78,88.37,88.7,0,0.0,0.0
